I"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NZL","New Zealand","2010","2010",6261.77697,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NZL","New Zealand","2011","2011",7462.28556,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NZL","New Zealand","2012","2012",9451.51401,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NZL","New Zealand","2013","2013",8986.8328,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NZL","New Zealand","2014","2014",9184.62866,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NZL","New Zealand","2015","2015",9723.05528,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2002","2002",9945.33041,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2003","2003",12258.4093,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2004","2004",12666.21361,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2005","2005",13435.05904,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2006","2006",14084.45127,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2007","2007",16672.87393,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2008","2008",18729.82451,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2009","2009",17843.99204,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2010","2010",18917.40616,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2011","2011",20392.24676,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2012","2012",20393.99198,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","NOR","Norway","2013","2013",21594.78853,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2002","2002",1060.44147,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2003","2003",1186.76042,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2004","2004",1371.68398,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2005","2005",1699.85184,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2006","2006",1983.31364,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2007","2007",2410.81294,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2008","2008",3113.15345,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2009","2009",2659.22429,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2010","2010",2980.87325,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2011","2011",3299.83985,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2012","2012",3162.69555,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2013","2013",3442.53512,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","POL","Poland","2014","2014",3535.93656,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","1999","1999",3158.27568,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2000","2000",3090.33984,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2001","2001",3407.36987,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2002","2002",3820.55026,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2003","2003",4687.28393,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2004","2004",5626.05799,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2005","2005",5833.81494,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2006","2006",5654.81232,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2007","2007",5994.15377,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2008","2008",6696.33712,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2009","2009",8001.23495,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2010","2010",7486.58626,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2011","2011",7279.62656,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2012","2012",6533.02349,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2013","2013",6951.21138,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","PRT","Portugal","2014","2014",7016.61478,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","1999","1999",891.6764,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2000","2000",681.87637,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2001","2001",712.83534,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2002","2002",870.14725,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2003","2003",1196.47244,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2004","2004",1505.01431,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2005","2005",1443.5498,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2006","2006",1648.91024,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2007","2007",1894.55689,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2008","2008",2372.66034,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2009","2009",2576.75159,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2010","2010",2669.53602,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2011","2011",2814.03,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2012","2012",2804.14438,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2013","2013",3217.87076,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SVK","Slovakia","2014","2014",3385.87547,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2007","2007",7556.45681,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2008","2008",8581.74349,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2009","2009",8363.25432,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2010","2010",7618.95434,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2011","2011",7962.96904,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2012","2012",5466.99063,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2013","2013",6198.44161,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ESP","Spain","2014","2014",6324.99072,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","1999","1999",6913.80209,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2000","2000",6616.79752,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2001","2001",5954.93059,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2002","2002",6903.56936,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2003","2003",8725.31338,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2004","2004",10658.81995,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2005","2005",10739.57058,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2006","2006",11238.95829,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2007","2007",12862.92748,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2008","2008",13708.09225,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2009","2009",12075.19996,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2010","2010",13108.41953,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2011","2011",15865.27503,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2012","2012",15096.35243,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2013","2013",14975.76586,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","SWE","Sweden","2014","2014",14642.17007,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","1999","1999",9636.08322,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2000","2000",8827.63626,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2001","2001",9237.5763,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2002","2002",10415.62217,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2003","2003",12150.87137,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2004","2004",12568.60728,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2005","2005",13410.92955,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2006","2006",13297.47043,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2007","2007",14091.28147,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2008","2008",23696.08336,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2009","2009",20260.80691,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2010","2010",21139.38196,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2011","2011",25280.73938,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2012","2012",24522.77857,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2013","2013",26758.13796,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","CHE","Switzerland","2014","2014",26809.66646,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","TUR","Turkey","2012","2012",1618.03247,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","TUR","Turkey","2013","2013",1557.73964,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",6541.70103,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",7930.21352,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",9916.86024,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",11769.74383,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",11931.16996,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",11883.89221,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",15591.33925,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",9997.39422,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",11757.27114,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2000","2000",7536.07966,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2001","2001",7970.82372,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2002","2002",8319.84856,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2003","2003",8623.40394,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2004","2004",8911.0012,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2005","2005",8858.85167,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2006","2006",9927.77573,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2007","2007",10454.11415,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2008","2008",11090.34955,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2009","2009",11598.32122,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2010","2010",11005.96765,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2011","2011",11310.99229,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2012","2012",10898.58633,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2013","2013",10999.50078,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","USA","United States of America","2014","2014",11281.50968,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","AFG","Afghanistan","2010","2010",52.45595,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","AFG","Afghanistan","2011","2011",59.92335,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","AFG","Afghanistan","2012","2012",48.7993,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","AFG","Afghanistan","2013","2013",61.12801,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","AFG","Afghanistan","2014","2014",62.6763,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","AFG","Afghanistan","2015","2015",48.71962,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ALB","Albania","2013","2013",324.86069,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","DZA","Algeria","1999","1999",268.2685,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","DZA","Algeria","2000","2000",247.42835,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","DZA","Algeria","2002","2002",262.35104,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","DZA","Algeria","2003","2003",312.98784,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","1999","1999",1171.35543,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2000","2000",1159.58173,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2001","2001",1161.26355,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2002","2002",251.06941,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2003","2003",409.06978,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2004","2004",523.52412,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2005","2005",785.86434,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2006","2006",939.33133,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2007","2007",1229.18788,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2008","2008",1656.44041,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2009","2009",1703.01652,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2010","2010",1884.35012,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2011","2011",2600.95174,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2012","2012",2660.7505,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2013","2013",2774.66896,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARG","Argentina","2014","2014",2564.53818,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARM","Armenia","2013","2013",513.79928,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARM","Armenia","2014","2014",429.9916,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ARM","Armenia","2015","2015",525.85652,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ABW","Aruba","1999","1999",4490.14961,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","ABW","Aruba","2002","2002",3881.60487,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BHR","Bahrain","2013","2013",3541.6299,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BHR","Bahrain","2014","2014",3539.4291,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BHR","Bahrain","2015","2015",3659.42715,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BGD","Bangladesh","2011","2011",65.91409,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BGD","Bangladesh","2012","2012",67.37683,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BGD","Bangladesh","2016","2016",56.69425,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRB","Barbados","1999","1999",1860.30427,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRB","Barbados","2001","2001",2914.39445,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRB","Barbados","2002","2002",2914.49773,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRB","Barbados","2003","2003",3252.01623,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","1999","1999",542.83014,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2000","2000",483.91851,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2004","2004",711.31059,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2005","2005",690.81093,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2006","2006",745.60706,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2008","2008",855.31968,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2009","2009",940.42012,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2010","2010",997.38676,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2012","2012",904.94128,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2013","2013",1111.81896,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BLZ","Belize","2014","2014",1051.92762,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BEN","Benin","2013","2013",125.04813,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BMU","Bermuda","2004","2004",7726.83048,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BMU","Bermuda","2005","2005",9537.79787,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BMU","Bermuda","2010","2010",14319.21241,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BMU","Bermuda","2014","2014",9219.94751,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BMU","Bermuda","2015","2015",8879.06567,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BTN","Bhutan","2009","2009",466.57674,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BTN","Bhutan","2010","2010",370.90635,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BTN","Bhutan","2011","2011",537.48341,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BTN","Bhutan","2015","2015",785.49098,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","1999","1999",141.51378,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2000","2000",129.31366,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2002","2002",139.61125,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2003","2003",148.66061,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2006","2006",227.43932,"‡","UIS Estimation"
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2008","2008",322.44815,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2009","2009",380.61345,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2010","2010",417.54062,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2011","2011",434.4911,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2012","2012",343.21905,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2013","2013",436.01475,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BOL","Bolivia (Plurinational State of)","2014","2014",569.32168,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BWA","Botswana","2009","2009",1995.63073,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","1999","1999",340.5098,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2000","2000",382.10095,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2001","2001",325.36711,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2002","2002",282.75871,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2004","2004",485.61821,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2005","2005",733.92105,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2007","2007",1457.89108,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2008","2008",1892.55814,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2009","2009",1963.54533,,
"XUNIT_US_2_FSGOV_FFNTR","Initial government funding per lower secondary student, US$","BRA","Brazil","2010","2010",2602.41138,,
